"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"140_689","689","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47898","13.01236","unbekannt","15-20"
"835_713137","713137","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37489","13.12009","4-6","15-20"
"316_1","1","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46061","12.99878","4-6","15-20"
"246_360","360","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.46018","12.9989","unbekannt","5-10"
"228_7","7","Pseudotsuga menziesii","25","30","98","118","41","49",NULL,NULL,NULL,NULL,"32","38","25","30",NULL,NULL,"52.42252","13.03618","12-14","20-25"
"403_294","294","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41658","12.93773","16-18","20-25"
"395_194","194","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.37197","13.10004","6-8","10-15"
"368_11","11","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.39716","13.05","2-4","2-5"
"140_231","231","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47824","13.00998","unbekannt","15-20"
"835_713088","713088","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.37513","13.12019","6-8","15-20"
"186_62","62","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.36476","13.08861","8-10","20-25"
"433_A1AHYGK","A1AHYGK","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.47193","13.00935","<2","5-10"
"24_144","144","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.4716","13.00453","6-8","10-15"
"252_WXAKXUL","WXAKXUL","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37644","13.14269","4-6","10-15"
"36_192","192","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.37439","13.05459","2-4","5-10"
"186_98","98","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36537","13.08892","4-6","5-10"
"140_369","369","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47831","13.0109","unbekannt","15-20"
"140_650","650","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47889","13.01212","unbekannt","15-20"
"140_162","162","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4782","13.0098","unbekannt","15-20"
"308_372","372","Tilia cordata","60","72","60","72","75","90","121","145","75","90","112","134","63","75",NULL,NULL,"52.38412","13.13913","6-8","10-15"
"835_712446","712446","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.37567","13.11986","4-6","15-20"
"419_168","168","Larix decidua","29","39",NULL,NULL,"29","39","47","63",NULL,NULL,"47","63","38","50",NULL,NULL,"52.36031","13.02607","4-6","15-20"
"185_5008","5008","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.41987","13.0344","2-4","2-5"
"403_125","125","Robinia pseudoacacia","94","105",NULL,NULL,"94","105","142","157","94","105","129","143",NULL,NULL,NULL,NULL,"52.41654","12.93798","10-12","15-20"
"793_0373","0373","Quercus rubra","15","20","47","63",NULL,NULL,NULL,NULL,NULL,NULL,"72","97","15","20",NULL,NULL,"52.37918","13.12106","6-8","10-15"
"67_C52DMFF","C52DMFF","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37347","13.09547","4-6","10-15"
"186_57","57","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.36459","13.08878","8-10","10-15"
"244_17710","17710","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36181","13.09197","4-6","15-20"
"457_137","137","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.36584","13.10234","8-10","20-25"
"140_423","423","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47836","13.01103","unbekannt","15-20"
"140_EXMM2QU","EXMM2QU","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.47839","13.01132","4-6","10-15"
"140_573","573","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47868","13.01186","unbekannt","5-10"
"403_120","120","Salix alba","60","65",NULL,NULL,"140","151",NULL,NULL,"140","151","135","146","60","65",NULL,NULL,"52.41592","12.93873","14-16","15-20"
"403_323","323","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.41539","12.93922","6-8","10-15"
"16_67","67","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.37659","13.11822","8-10","15-20"
"835_713141","713141","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37505","13.12004","4-6","15-20"
"835_712769","712769","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37548","13.1199","4-6","15-20"
"792_23199","23199","Fagus sylvatica","50","63","63","78","66","83","74","92","66","83","74","92","50","63","66","83","52.37562","13.12198","6-8","10-15"
"403_363","363","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.41405","12.94102","<2","5-10"
"140_420","420","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4784","13.01096","unbekannt","10-15"
"140_478","478","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47852","13.01148","unbekannt","20-25"
"246_402","402","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.45973","12.99891","4-6","15-20"
"403_119","119","Salix alba","60","65",NULL,NULL,"140","151",NULL,NULL,"140","151","135","146","60","65",NULL,NULL,"52.41589","12.93874","12-14","10-15"
"25_300998","300998","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.41667","12.98991","4-6","15-20"
"413_31","31","Fraxinus excelsior","19","28",NULL,NULL,"19","28","32","47","19","28","33","49","25","38",NULL,NULL,"52.39935","12.97998","4-6","10-15"
"413_136","136","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.40051","12.97623","12-14","15-20"
"16_26","26","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.3775","13.11904","4-6","15-20"
"457_22206","22206","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.3643","13.10312","6-8","15-20"
"792_710651","710651","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.37558","13.12186","6-8","15-20"
"333_52","52","Ulmus spec.","92","111",NULL,NULL,NULL,NULL,"92","111",NULL,NULL,"98","118",NULL,NULL,NULL,NULL,"52.39309","13.05048","8-10","15-20"
"221_05W3AAA","05W3AAA","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36135","13.0079","6-8","15-20"
"316_60","60","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.4598","12.99847","4-6","5-10"
"403_364","364","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.41404","12.94103","2-4","5-10"
"835_712891","712891","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37538","13.11987","4-6","15-20"
"140_585","585","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47876","13.01183","unbekannt","15-20"
"793_21801","21801","Picea pungens 'Glauca'","30","45","35","52","30","45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.37927","13.12035","2-4","10-15"
"140_466","466","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4784","13.01117","unbekannt","5-10"
"224_A0AMVCE","A0AMVCE","Tilia spec.","50","63",NULL,NULL,NULL,NULL,"97","121",NULL,NULL,"90","112","50","63",NULL,NULL,"52.45577","13.11006","8-10","15-20"
"17_39--13798","39--13798","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.4136","12.99884","2-4","5-10"
"24_295","295","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.472","13.00355","6-8","15-20"
"17_76--13835","76--13835","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41369","12.99942","6-8","5-10"
"413_2","2","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39969","12.98049","6-8","10-15"
"24_133","133","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.47136","13.00498","8-10","10-15"
"261_70","70","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.39501","13.03111","10-12","15-20"
"835_713156","713156","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37519","13.11967","4-6","15-20"
"391_1810","1810","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.36819","13.09432","6-8","15-20"
"395_400383","400383","Tilia cordata","12","24","12","24","15","30","24","48","15","30","22","45","12","25",NULL,NULL,"52.37303","13.09895","2-4","2-5"
"140_178","178","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47808","13.00993","unbekannt","5-10"
"140_717","717","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47888","13.01258","unbekannt","15-20"
"213_29866","29866","Pseudotsuga menziesii","15","20","59","79","25","33",NULL,NULL,NULL,NULL,"19","26","15","20",NULL,NULL,"52.43683","13.05405","6-8","15-20"
"224_A2FKYR1","A2FKYR1","Acer pseudoplatanus","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.45599","13.1102","8-10","20-25"
"248_36","36","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38191","13.04706","6-8","15-20"
"436_195","195","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.38814","13.11116","2-4","5-10"
"172_120","120","Betula pendula","48","60","79","98","48","60",NULL,NULL,"48","60","48","60","50","63",NULL,NULL,"52.3934","13.04968","6-8","15-20"
"222_124","124","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.36374","13.1386","2-4","5-10"
"185_AGFFA3A","AGFFA3A","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.42015","13.03381","4-6","5-10"
"17_855ADNY","855ADNY","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.41252","13.00026","4-6","15-20"
"17_109","109","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41397","13.00017","4-6","10-15"
"793_0364","0364","Acer pseudoplatanus","65","76","104","122","65","76","111","129","65","76",NULL,NULL,"75","88",NULL,NULL,"52.37948","13.12149","8-10","10-15"
"835_713105","713105","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.37496","13.12079","4-6","15-20"
"24_71","71","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.4717","13.00558","6-8","10-15"
"224_HNNWKHC","HNNWKHC","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.45648","13.11076","4-6","15-20"
"17_110","110","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41396","13.00016","8-10","10-15"
"391_1755","1755","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.36906","13.09379","2-4","10-15"
"195_1225","1225","Aesculus hippocastanum","9","19","31","63","9","19","22","45","9","19","18","37","16","32",NULL,NULL,"52.38269","13.0474","4-6","10-15"
"835_713130","713130","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.37485","13.12022","<2","<2"
"140_523","523","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47852","13.01179","unbekannt","10-15"
"216_124","124","Acer saccharinum","52","63","60","72","52","63",NULL,NULL,"52","63",NULL,NULL,NULL,NULL,NULL,NULL,"52.39195","13.02606","2-4","10-15"
"835_713163","713163","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.3751","13.11975","6-8","15-20"
"36_39","39","Prunus avium","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.37487","13.05576","4-6","10-15"
"140_407","407","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4785","13.01085","unbekannt","15-20"
"224_05056","05056","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.45626","13.11035","4-6","15-20"
"17_5RAAQDU","5RAAQDU","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.41252","13.00028","10-12","15-20"
"17_65--13824","65--13824","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4137","12.99917","4-6","10-15"
"391_2065","2065","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36787","13.09501","4-6","20-25"
"391_1851","1851","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36745","13.09495","4-6","20-25"
"356_29909","29909","Picea abies","38","48","79","98","39","49","63","78",NULL,NULL,"38","48","63","78","50","63","52.43974","13.0333","8-10","15-20"
"110_89","89","Aesculus hippocastanum","37","46","126","157","37","46","90","112","37","46","74","92","63","78",NULL,NULL,"52.38822","13.11224","8-10","15-20"
"835_21642","21642","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37557","13.11989","2-4","15-20"
"195_1226","1226","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38271","13.04742","6-8","10-15"
"279_42","42","Acer pseudoplatanus","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.38758","13.0247","6-8","10-15"
"327_41","41","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.42363","12.99666","8-10","10-15"
"835_713029","713029","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37503","13.12067","4-6","15-20"
"185_VNE6NTM","VNE6NTM","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.42095","13.03651","8-10","15-20"
"24_169","169","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.47095","13.00555","6-8","15-20"
"195_1270","1270","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38207","13.04783","4-6","5-10"
"835_712905","712905","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37535","13.1196","4-6","15-20"
"224_FULANMA","FULANMA","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.45676","13.11087","4-6","10-15"
"224_LNH3335","LNH3335","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.45633","13.11042","2-4","10-15"
"457_10507","10507","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36348","13.10129","6-8","20-25"
"252_BAAEAKA","BAAEAKA","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37652","13.14257","4-6","15-20"
"310_79","79","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.36372","13.09914","2-4","5-10"
"135_12903","12903","Malus domestica","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.45013","12.96058","2-4","2-5"
"249_129","129","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37694","13.1391","6-8","20-25"
"140_498","498","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47851","13.01121","unbekannt","5-10"
"17_UAN6AAL","UAN6AAL","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.41259","13.00065","6-8","15-20"
"17_63--13822","63--13822","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41368","12.99914","2-4","5-10"
"433_XACAE9A","XACAE9A","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.47206","13.00901","4-6","10-15"
"391_2257","2257","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36899","13.09704","<2","5-10"
"195_1244","1244","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.38245","13.04752","6-8","10-15"
"195_1245","1245","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.38249","13.04757","8-10","20-25"
"47_188","188","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36044","13.08963","4-6","15-20"
"224_6KATLAV","6KATLAV","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.4565","13.11077","2-4","15-20"
"17_0DFAMYQ","0DFAMYQ","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.41243","13.00083","2-4","10-15"
"37_390","390","Salix alba","15","20",NULL,NULL,"35","47",NULL,NULL,"35","47","34","45","15","20",NULL,NULL,"52.42003","13.02791","8-10","10-15"
"17_LTAKHUM","LTAKHUM","Carpinus betulus","25","38",NULL,NULL,"25","38",NULL,NULL,"25","38","35","52","25","38",NULL,NULL,"52.41241","13.00137","4-6","10-15"
"793_0302","0302","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.37901","13.12212","8-10","15-20"
